pfamA_acc	clan_acc	clan_id	pfamA_id	description
PF15993	NULL	NULL	Fuseless	Fuseless
PF15994	NULL	NULL	DUF4770	Domain of unknown function (DUF4770)
PF15995	NULL	NULL	DUF4771	Domain of unknown function (DUF4771)
PF15996	NULL	NULL	PNISR	Arginine/serine-rich protein PNISR
PF15997	NULL	NULL	DUF4772	Domain of unknown function (DUF4772)
PF15998	NULL	NULL	DUF4773	Domain of unknown function (DUF4773)
PF15999	NULL	NULL	DUF4774	Domain of unknown function (DUF4774)
PF16000	NULL	NULL	CARMIL_C	CARMIL C-terminus
PF16001	NULL	NULL	DUF4775	Domain of unknown function (DUF4775)
PF16002	NULL	NULL	Headcase	Headcase protein
PF16003	NULL	NULL	DUF4776	Domain of unknown function (DUF4776)
PF16004	NULL	NULL	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component N-terminus
PF16005	CL0007	KH	MOEP19	KH-like RNA-binding domain
PF16006	NULL	NULL	NUSAP	Nucleolar and spindle-associated protein
PF16007	CL0123	HTH	DUF4777	Domain of unknown function (DUF4777)
PF16008	NULL	NULL	DUF4778	Domain of unknown function (DUF4778)
PF16009	NULL	NULL	DUF4779	Domain of unknown function (DUF4779)
PF16010	CL0559	CBD9-like	CDH-cyt	Cytochrome domain of cellobiose dehydrogenase
PF16011	CL0559	CBD9-like	CBM9_2	Carbohydrate-binding family 9
PF16012	NULL	NULL	DUF4780	Domain of unknown function (DUF4780)
PF16013	NULL	NULL	DUF4781	Domain of unknown function (DUF4781)
PF16014	NULL	NULL	SAP130_C	Histone deacetylase complex subunit SAP130 C-terminus
PF16015	NULL	NULL	Promethin	Promethin
PF16016	CL0209	Bet_v_1_like	VASt	VAD1 Analog of StAR-related lipid transfer domain
PF16017	CL0033	POZ	BTB_3	BTB/POZ domain
PF16018	NULL	NULL	Anillin_N	Anillin N-terminus
PF16019	NULL	NULL	CSRNP_N	Cysteine/serine-rich nuclear protein N-terminus
PF16020	NULL	NULL	Deltameth_res	Deltamethrin resistance
PF16021	NULL	NULL	PDCD7	Programmed cell death protein 7
PF16022	CL0051	NTF2	DUF4783	Domain of unknown function (DUF4783)
PF16023	CL0186	Beta_propeller	DUF4784	DUF4784 WD40-like domain
PF16024	NULL	NULL	DUF4785	Domain of unknown function (DUF4785)
PF16025	NULL	NULL	CaM_bind	Calcium-dependent calmodulin binding
PF16026	NULL	NULL	MIEAP	Mitochondria-eating protein
PF16027	NULL	NULL	DUF4786	Domain of unknown function (DUF4786)
PF16028	NULL	NULL	SLC3A2_N	Solute carrier family 3 member 2 N-terminus
PF16029	NULL	NULL	DUF4787	Domain of unknown function (DUF4787)
PF16030	NULL	NULL	GD_N	Serine protease gd N-terminus
PF16031	NULL	NULL	TonB_N	TonB polyproline region
PF16032	NULL	NULL	DUF4788	Domain of unknown function (DUF4788)
PF16033	NULL	NULL	DUF4789	Domain of unknown function (DUF4789)
PF16034	NULL	NULL	JAKMIP_CC3	JAKMIP CC3 domain
PF16035	CL0560	Chalcone-like	Chalcone_2	Chalcone isomerase like
PF16036	CL0560	Chalcone-like	Chalcone_3	Chalcone isomerase-like
PF16037	NULL	NULL	DUF4790	Domain of unknown function (DUF4790)
PF16038	NULL	NULL	TMIE	TMIE protein
PF16039	NULL	NULL	DUF4791	Domain of unknown function (DUF4791)
PF16040	NULL	NULL	DUF4792	Domain of unknown function (DUF4792)
PF16041	NULL	NULL	DUF4793	Domain of unknown function (DUF4793)
PF16042	NULL	NULL	DUF4794	Domain of unknown function (DUF4794)
PF16043	NULL	NULL	DUF4795	Domain of unknown function (DUF4795)
PF16044	NULL	NULL	DUF4796	Domain of unknown function (DUF4796)
PF16045	CL0561	LisH	LisH_2	LisH
PF16046	NULL	NULL	FAM76	FAM76 protein
PF16047	NULL	NULL	Antimicrobial22	Frog antimicrobial peptide
PF16048	NULL	NULL	Antimicrobial23	Frog antimicrobial peptide
PF16049	NULL	NULL	Antimicrobial24	Frog antimicrobial peptide
PF16050	NULL	NULL	CDC73_N	Paf1 complex subunit CDC73 N-terminal
PF16051	NULL	NULL	DUF4797	Domain of unknown function (DUF4797)
PF16053	NULL	NULL	MRP-S34	Mitochondrial 28S ribosomal protein S34
PF16054	NULL	NULL	TMEM72	Transmembrane protein family 72
PF16055	NULL	NULL	DUF4798	Domain of unknown function (DUF4798)
PF16056	NULL	NULL	DUF4799	Domain of unknown function (DUF4799)
PF16057	NULL	NULL	DUF4800	Domain of unknown function (DUF4800)
PF16058	NULL	NULL	Mucin-like	Mucin-like
PF16059	NULL	NULL	MGA_dom	MGA, conserved domain
PF16060	NULL	NULL	DUF4802	Domain of unknown function (DUF4802)
PF16061	NULL	NULL	DUF4803	Domain of unknown function (DUF4803)
PF16062	NULL	NULL	DUF4804	Domain of unknown function (DUF4804)
PF16063	NULL	NULL	DUF4805	Domain of unknown function (DUF4805)
PF16064	NULL	NULL	DUF4806	Domain of unknown function (DUF4806)
PF16065	NULL	NULL	DUF4807	Domain of unknown function (DUF4807)
PF16066	NULL	NULL	DUF4808	Domain of unknown function (DUF4808)
PF16067	NULL	NULL	DUF4809	Domain of unknown function (DUF4809)
PF16068	NULL	NULL	DUF4810	Domain of unknown function (DUF4810)
PF16069	NULL	NULL	DUF4811	Domain of unknown function (DUF4811)
PF16070	NULL	NULL	TMEM132	Transmembrane protein family 132
PF16071	NULL	NULL	DUF4812	Domain of unknown function (DUF4812)
PF16072	NULL	NULL	DUF4813	Domain of unknown function (DUF4813)
PF16073	CL0323	Patatin	SAT	Starter unit:ACP transacylase in aflatoxin biosynthesis
PF16074	NULL	NULL	PilW	Type IV Pilus-assembly protein W
PF16075	NULL	NULL	DUF4815	Domain of unknown function (DUF4815)
PF16076	NULL	NULL	Acyltransf_C	Acyltransferase C-terminus
PF16077	CL0079	Cystine-knot	Spaetzle	Spaetzle
PF16078	NULL	NULL	2-oxogl_dehyd_N	2-oxoglutarate dehydrogenase N-terminus
PF16079	CL0562	Holin-V	Phage_holin_5_2	Phage holin family Hol44, in holin superfamily V
PF16080	CL0563	Holin-II	Phage_holin_2_3	Bacteriophage holin family HP1
PF16081	NULL	NULL	Phage_holin_7_1	Mycobacterial 2 TMS Phage Holin (M2 Hol) Family
PF16082	CL0563	Holin-II	Phage_holin_2_4	Bacteriophage holin family, superfamily II-like
PF16083	CL0564	Holin-III	Phage_holin_3_3	LydA holin phage, holin superfamily III
PF16084	NULL	NULL	LydB	LydA-holin antagonist
PF16085	CL0564	Holin-III	Phage_holin_3_5	Bacteriophage holin Hol, superfamily III
PF16086	NULL	NULL	DUF4816	Domain of unknown function (DUF4816)
PF16087	CL0123	HTH	DUF4817	Helix-turn-helix domain (DUF4817)
PF16088	NULL	NULL	BORCS7	BLOC-1-related complex sub-unit 7
PF16089	NULL	NULL	DUF4818	Domain of unknown function (DUF4818)
PF16090	CL0049	Tudor	DUF4819	Domain of unknown function (DUF4819)
PF16091	NULL	NULL	DUF4820	Domain of unknown function (DUF4820)
PF16092	CL0257	Acetyltrans	CFAP61_N	Cilia- and flagella-associated protein 61, N-terminal domain
PF16093	NULL	NULL	PAC4	Proteasome assembly chaperone 4
PF16094	NULL	NULL	PAC1	Proteasome assembly chaperone 4
PF16095	NULL	NULL	COR	C-terminal of Roc, COR, domain
PF16096	NULL	NULL	FXR_C1	Fragile X-related 1 protein C-terminal region 2 
PF16097	NULL	NULL	FXR_C3	Fragile X-related 1 protein C-terminal region 3 
PF16098	NULL	NULL	FXMR_C2	Fragile X-related mental retardation protein C-terminal region 2
PF16099	CL0021	OB	RMI1_C	Recq-mediated genome instability protein 1, C-terminal OB-fold
PF16100	CL0021	OB	RMI2	RecQ-mediated genome instability protein 2
PF16101	NULL	NULL	PRIMA1	Proline-rich membrane anchor 1
PF16102	NULL	NULL	ACTH_assoc	ACTH-associated domain
PF16103	CL0116	Calycin	DUF4822	Domain of unknown function (DUF4822)
PF16104	NULL	NULL	FPRL1_inhibitor	Formyl peptide receptor-like 1 inhibitory protein
PF16105	NULL	NULL	DUF4823	Domain of unknown function (DUF4823)
PF16106	NULL	NULL	DUF4824	Domain of unknown function (DUF4824)
PF16107	NULL	NULL	DUF4825	Domain of unknown function (DUF4825)
PF16108	NULL	NULL	DUF4826	Domain of unknown function (DUF4826)
PF16109	CL0487	FKBP	DUF4827	Domain of unknown function (DUF4827)
PF16110	NULL	NULL	DUF4828	Domain of unknown function (DUF4828)
PF16111	CL0051	NTF2	DUF4829	Domain of unknown function (DUF4829)
PF16112	NULL	NULL	DUF4830	Domain of unknown function (DUF4830)
PF16113	CL0127	ClpP_crotonase	ECH_2	Enoyl-CoA hydratase/isomerase
PF16114	CL0506	Succ_CoA_synth	Citrate_bind	ATP citrate lyase citrate-binding
PF16115	NULL	NULL	DUF4831	Domain of unknown function (DUF4831)
PF16116	NULL	NULL	DUF4832	Domain of unknown function (DUF4832)
PF16117	NULL	NULL	DUF4833	Domain of unknown function (DUF4833)
PF16118	NULL	NULL	DUF4834	Domain of unknown function (DUF4834)
PF16119	NULL	NULL	DUF4835	Domain of unknown function (DUF4835)
PF16120	NULL	NULL	DUF4836	Domain of unknown function (DUF4836)
PF16121	NULL	NULL	40S_S4_C	40S ribosomal protein S4 C-terminus
PF16122	NULL	NULL	40S_SA_C	40S ribosomal protein SA C-terminus
PF16123	CL0381	Metallo-HOrase	HAGH_C	Hydroxyacylglutathione hydrolase C-terminus
PF16124	NULL	NULL	RecQ_Zn_bind	RecQ zinc-binding
PF16125	NULL	NULL	DUF4837	Domain of unknown function (DUF4837)
PF16126	CL0058	Glyco_hydro_tim	DUF4838	Domain of unknown function (DUF4838)
PF16127	NULL	NULL	DUF4839	Domain of unknown function (DUF4839)
PF16128	CL0193	MBB	DUF4840	Domain of unknown function (DUF4840)
PF16129	NULL	NULL	DUF4841	Domain of unknown function (DUF4841)
PF16130	NULL	NULL	DUF4842	Domain of unknown function (DUF4842)
PF16131	CL0537	CCCH_zf	Torus	Torus domain
PF16132	CL0594	DUF1735	DUF4843	Domain of unknown function (DUF4843)
PF16133	NULL	NULL	DUF4844	Domain of unknown function (DUF4844)
PF16134	NULL	NULL	THOC2_N	THO complex subunit 2 N-terminus
PF16135	NULL	NULL	TDBD	Tify domain binding domain
PF16136	NULL	NULL	NINJA_B	Putative nuclear localisation signal
PF16137	NULL	NULL	DUF4845	Domain of unknown function (DUF4845)
PF16138	NULL	NULL	DUF4846	Domain of unknown function (4846)
PF16139	CL0116	Calycin	DUF4847	Domain of unknown function (DUF4847)
PF16140	NULL	NULL	DUF4848	Domain of unknown function (DUF4848)
PF16141	CL0058	Glyco_hydro_tim	DUF4849	Putative glycoside hydrolase Family 18, chitinase_18
PF16142	NULL	NULL	DUF4850	Domain of unknown function (DUF4850)
PF16143	NULL	NULL	DUF4851	Domain of unknown function (DUF4851)
PF16144	NULL	NULL	DUF4852	Domain of unknown function (DUF4852)
PF16145	NULL	NULL	DUF4853	Domain of unknown function (DUF4853)
PF16146	NULL	NULL	DUF4854	Domain of unknown function (DUF4854)
PF16147	NULL	NULL	DUF4855	Domain of unknown function (DUF4855)
PF16148	NULL	NULL	DUF4856	Domain of unknown function (DUF4856)
PF16149	NULL	NULL	DUF4857	Domain of unknown function (DUF4857)
PF16150	NULL	NULL	DUF4858	Domain of unknown function (DUF4858)
PF16151	NULL	NULL	DUF4859	Domain of unknown function (DUF4859)
PF16152	NULL	NULL	DUF4860	Domain of unknown function (DUF4860)
PF16153	NULL	NULL	DUF4861	Domain of unknown function (DUF4861)
PF16154	CL0036	TIM_barrel	DUF4862	Domain of unknown function (DUF4862)
PF16155	NULL	NULL	DUF4863	Domain of unknown function (DUF4863)
PF16156	CL0051	NTF2	DUF4864	Domain of unknown function (DUF4864)
PF16157	NULL	NULL	DUF4865	Domain of unknown function (DUF4865)
PF16158	CL0159	E-set	N_BRCA1_IG	Ig-like domain from next to BRCA1 gene
PF16159	NULL	NULL	FOXP-CC	FOXP coiled-coil domain
PF16160	NULL	NULL	DUF4866	Domain of unknown function (DUF4866)
PF16161	CL0029	Cupin	DUF4867	Domain of unknown function (DUF4867)
PF16162	NULL	NULL	DUF4868	Domain of unknown function (DUF4868)
PF16163	NULL	NULL	DUF4869	Domain of unknown function (DUF4869)
PF16164	NULL	NULL	VWA_N2	VWA N-terminal
PF16165	NULL	NULL	Ferlin_C	Ferlin C-terminus
PF16166	NULL	NULL	TIC20	Chloroplast import apparatus Tic20-like
PF16167	NULL	NULL	DUF4871	Domain of unknown function (DUF4871)
PF16168	CL0268	Pec_lyase-like	AIDA	Adhesin of bacterial autotransporter system, probable stalk 
PF16169	NULL	NULL	DUF4872	Domain of unknown function (DUF4872)
PF16170	NULL	NULL	DUF4873	Domain of unknown function (DUF4873)
PF16171	NULL	NULL	CENP-T_N	Centromere kinetochore component CENP-T N-terminus
PF16172	NULL	NULL	DOCK_N	DOCK N-terminus
PF16173	NULL	NULL	DUF4874	Domain of unknown function (DUF4874)
PF16174	NULL	NULL	IHABP4_N	Intracellular hyaluronan-binding protein 4 N-terminal
PF16175	NULL	NULL	DUF4875	Domain of unknown function (DUF4875)
PF16176	NULL	NULL	T-box_assoc	T-box transcription factor-associated
PF16177	CL0378	ANL	ACAS_N	Acetyl-coenzyme A synthetase N-terminus
PF16178	NULL	NULL	Anoct_dimer	Dimerisation domain of Ca+-activated chloride-channel, anoctamin
PF16179	CL0159	E-set	RHD_dimer	Rel homology dimerisation domain
PF16180	NULL	NULL	RelB_leu_zip	RelB leucine zipper
PF16181	NULL	NULL	RelB_transactiv	RelB transactivation domain
PF16182	NULL	NULL	AbLIM_anchor	Putative adherens-junction anchoring region of AbLIM
PF16183	NULL	NULL	Kinesin_assoc	Kinesin-associated
PF16184	CL0159	E-set	Cadherin_3	Cadherin-like
PF16185	NULL	NULL	MTABC_N	Mitochondrial ABC-transporter N-terminal five TM region
PF16186	CL0020	TPR	Arm_3	Atypical Arm repeat 
PF16187	CL0094	Peptidase_ME	Peptidase_M16_M	Middle or third domain of peptidase_M16
PF16188	NULL	NULL	Peptidase_M24_C	C-terminal region of peptidase_M24
PF16189	CL0356	AMP_N-like	Creatinase_N_2	Creatinase/Prolidase N-terminal domain
PF16190	NULL	NULL	E1_FCCH	Ubiquitin-activating enzyme E1 FCCH domain
PF16191	NULL	NULL	E1_4HB	Ubiquitin-activating enzyme E1 four-helix bundle
PF16192	NULL	NULL	PMT_4TMC	C-terminal four TMM region of protein-O-mannosyltransferase 
PF16193	CL0671	AAA_lid	AAA_assoc_2	AAA C-terminal domain
PF16195	NULL	NULL	UBA2_C	SUMO-activating enzyme subunit 2 C-terminus
PF16197	CL0046	Thiolase	KAsynt_C_assoc	Ketoacyl-synthetase C-terminal extension
PF16198	CL0649	PseudoU_synth	TruB_C_2	tRNA pseudouridylate synthase B C-terminal domain
PF16199	NULL	NULL	Radical_SAM_C	Radical_SAM C-terminal domain
PF16200	NULL	NULL	Band_7_C	C-terminal region of band_7
PF16201	NULL	NULL	NopRA1	Nucleolar pre-ribosomal-associated protein 1
PF16202	NULL	NULL	BLM_N	N-terminal region of Bloom syndrome protein
PF16203	CL0023	P-loop_NTPase	ERCC3_RAD25_C	ERCC3/RAD25/XPB C-terminal helicase
PF16204	NULL	NULL	BDHCT_assoc	BDHCT-box associated domain on Bloom syndrome protein
PF16205	NULL	NULL	Ribosomal_S17_N	Ribosomal_S17 N-terminal
PF16206	NULL	NULL	Mon2_C	C-terminal region of Mon2 protein
PF16207	CL0072	Ubiquitin	RAWUL	RAWUL domain RING finger- and  WD40-associated ubiquitin-like
PF16208	NULL	NULL	Keratin_2_head	Keratin type II head
PF16209	NULL	NULL	PhoLip_ATPase_N	Phospholipid-translocating ATPase N-terminal
PF16210	NULL	NULL	Keratin_2_tail	Keratin type II cytoskeletal 1 tail
PF16211	NULL	NULL	Histone_H2A_C	C-terminus of histone H2A
PF16212	CL0137	HAD	PhoLip_ATPase_C	Phospholipid-translocating P-type ATPase C-terminal
PF16213	NULL	NULL	DCB	Dimerisation and cyclophilin-binding domain of Mon2
PF16214	NULL	NULL	AC_N	Adenylyl cyclase N-terminal extracellular and transmembrane region
PF16215	NULL	NULL	DUF4876	Protein of unknown function (DUF4876)
PF16216	NULL	NULL	GxGYxYP_N	GxGYxY sequence motif in domain of unknown function N-terminal
PF16217	NULL	NULL	M64_N	Peptidase M64 N-terminus
PF16218	CL0125	Peptidase_CA	Peptidase_C101	Peptidase family C101
PF16219	CL0159	E-set	DUF4879	Domain of unknown function (DUF4879)
PF16220	NULL	NULL	DUF4880	Domain of unknown function (DUF4880)
PF16221	CL0123	HTH	HTH_47	winged helix-turn-helix
PF16222	NULL	NULL	DUF4881	Domain of unknown function (DUF4881)
PF16223	NULL	NULL	DUF4882	Domain of unknown function (DUF4882)
PF16224	NULL	NULL	DUF4883	DOmain of unknown function (DUF4883)
PF16225	NULL	NULL	DUF4884	Domain of unknown function (DUF4884)
PF16226	NULL	NULL	DUF4885	Domain of unknown function (DUF4885)
PF16227	CL0264	SGNH_hydrolase	DUF4886	Domain of unknown function (DUF4886)
PF16228	NULL	NULL	DUF4887	Domain of unknown function (DUF4887)
PF16229	NULL	NULL	DUF4888	Domain of unknown function (DUF4888)
PF16230	NULL	NULL	DUF4889	Domain of unknown function (DUF4889)
PF16231	CL0515	LTXXQ-like	DUF4890	Domain of unknown function (DUF4890)
PF16232	NULL	NULL	DUF4891	Domain of unknown function (DUF4891)
PF16233	NULL	NULL	DUF4893	Domain of unknown function (DUF4893)
PF16234	NULL	NULL	DUF4892	Domain of unknown function (DUF4892)
PF16235	NULL	NULL	DUF4894	Domain of unknown function (DUF4894)
PF16236	NULL	NULL	DUF4895	Domain of unknown function (DUF4895)
PF16237	NULL	NULL	DUF4896	Domain of unknown function (DUF4896)
PF16238	NULL	NULL	DUF4897	Domain of unknown function (DUF4897)
PF16239	NULL	NULL	DUF4898	Domain of unknown function (DUF4898)
PF16240	NULL	NULL	DUF4899	Domain of unknown function (DUF4899)
PF16241	NULL	NULL	DUF4900	Domain of unknown function (DUF4900)
PF16242	CL0336	FMN-binding	Pyrid_ox_like	Pyridoxamine 5'-phosphate oxidase like
PF16243	NULL	NULL	Sm_like	Sm_like domain
PF16244	NULL	NULL	DUF4901	Domain of unknown function (DUF4901)
PF16245	NULL	NULL	DUF4902	Domain of unknown function (DUF4902)
PF16246	NULL	NULL	DUF4903	Domain of unknown function (DUF4903)
PF16247	CL0051	NTF2	DUF4904	Domain of unknown function (DUF4904)
PF16248	NULL	NULL	DUF4905	Domain of unknown function (DUF4905)
PF16249	CL0450	FimbA	DUF4906	Domain of unknown function (DUF4906)
PF16250	NULL	NULL	DUF4907	Domain of unknown function (DUF4907)
PF16251	NULL	NULL	bCoV_NAB	Betacoronavirus nucleic acid-binding (NAB)
PF16252	NULL	NULL	DUF4908	Domain of unknown function (DUF4908)
PF16253	NULL	NULL	DUF4909	Domain of unknown function (DUF4909)
PF16254	CL0035	Peptidase_MH	DUF4910	Domain of unknown function (DUF4910)
PF16255	CL0264	SGNH_hydrolase	Lipase_GDSL_lke	GDSL-like Lipase/Acylhydrolase
PF16256	NULL	NULL	DUF4911	Domain of unknown function (DUF4911)
PF16257	NULL	NULL	UxaE	tagaturonate epimerase
PF16258	NULL	NULL	DUF4912	Domain of unknown function (DUF4912)
PF16259	NULL	NULL	DUF4913	Domain of unknown function (DUF4913)
PF16260	CL0023	P-loop_NTPase	DUF4914	Domain of unknown function (DUF4914)
PF16261	CL0186	Beta_propeller	DUF4915	Domain of unknown function (DUF4915)
PF16262	CL0261	NUDIX	DUF4916	Domain of unknown function (DUF4916)
PF16263	CL0085	FAD_DHS	DUF4917	Domain of unknown function (DUF4917)
PF16264	CL0123	HTH	SatD	SatD family (SatD)
PF16265	NULL	NULL	DUF4918	Domain of unknown function (DUF4918)
PF16266	NULL	NULL	DUF4919	Domain of unknown function (DUF4919)
PF16267	NULL	NULL	DUF4920	Domain of unknown function (DUF4920)
PF16268	CL0265	HIT	DUF4921	Domain of unknown function (DUF4921)
PF16269	CL0265	HIT	DUF4922	Domain of unknown function (DUF4922)
PF16270	CL0116	Calycin	DUF4923	Lipocalin-like domain (DUF4923)
PF16271	NULL	NULL	DUF4924	Domain of unknown function (DUF4924)
PF16272	NULL	NULL	DUF4925	Domain of unknown function (DUF4925)
PF16273	NULL	NULL	NuDC	Nuclear distribution C domain
PF16274	NULL	NULL	Qua1	Qua1 domain
PF16275	NULL	NULL	SF1-HH	Splicing factor 1 helix-hairpin domain
PF16276	NULL	NULL	NPM1-C	Nucleophosmin C-terminal domain
PF16277	CL0010	SH3	DUF4926	Domain of unknown function (DUF4926)
PF16278	CL0361	C2H2-zf	zf-C2HE	C2HE / C2H2 / C2HC zinc-binding finger
PF16279	NULL	NULL	DUF4927	Domain of unknown function (DUF4927)
PF16280	NULL	NULL	DUF4928	Domain of unknown function (DUF4928)
PF16282	CL0123	HTH	SANT_DAMP1_like	SANT/Myb-like domain of DAMP1
PF16283	NULL	NULL	DUF4929	Domain of unknown function (DUF4929)
PF16284	NULL	NULL	DUF4930	Domain of unknown function (DUF4930)
PF16285	CL0265	HIT	DUF4931	Domain of unknown function (DUF4931)
PF16286	NULL	NULL	DUF4932	Domain of unknown function (DUF4932)
PF16287	CL0186	Beta_propeller	DUF4933	Domain of unknown function (DUF4933)
PF16288	CL0186	Beta_propeller	DUF4934	Domain of unknown function (DUF4934)
PF16289	CL0280	PIN	PIN_12	PIN domain
PF16290	NULL	NULL	DUF4936	Domain of unknown function (DUF4936)
PF16291	CL0032	Dim_A_B_barrel	DUF4937	Domain of unknown function (DUF4937
PF16292	NULL	NULL	DUF4938	Domain of unknown function (DUF4938)
PF16293	CL0361	C2H2-zf	zf-C2H2_9	C2H2 type zinc-finger (1 copy)
PF16294	NULL	NULL	RSB_motif	RNSP1-SAP18 binding (RSB) motif
PF16295	CL0174	TetR_C	TetR_C_10	Tetracyclin repressor-like, C-terminal domain
PF16296	NULL	NULL	TM_PBP2_N	N-terminal of TM subunit in PBP-dependent ABC transporters
PF16297	CL0523	GAG-polyprotein	DUF4939	Domain of unknown function (DUF4939)
PF16298	NULL	NULL	DUF4940	Domain of unknown function (DUF4940)
PF16299	NULL	NULL	DUF4941	Domain of unknown function (DUF4941)
PF16300	CL0186	Beta_propeller	WD40_4	Type of WD40 repeat
PF16301	NULL	NULL	DUF4943	Domain of unknown function (DUF4943)
PF16302	NULL	NULL	DUF4944	Domain of unknown function (DUF4944)
PF16303	NULL	NULL	DUF4945	Domain of unknown function (DUF4945)
PF16304	NULL	NULL	DUF4946	Domain of unknown function (DUF4946)
PF16305	NULL	NULL	DUF4947	Domain of unknown function (DUF4947)
PF16306	NULL	NULL	DUF4948	Domain of unknown function (DUF4948)
PF16307	NULL	NULL	DUF4949	Domain of unknown function (DUF4949)
PF16308	NULL	NULL	DUF4950	Domain of unknown function (DUF4950)
PF16309	NULL	NULL	DUF4951	Domian of unknown function (DUF4951)
PF16310	NULL	NULL	DUF4952	Domian of unknown function (DUF4952)
PF16311	NULL	NULL	TMEM100	Transmembrane protein 100
PF16312	NULL	NULL	Oberon_cc	Coiled-coil region of Oberon
PF16313	CL0126	Peptidase_MA	DUF4953	Met-zincin
PF16314	CL0536	HEXAPEP	DUF4954	Domain of unknown function (DUF4954)
PF16315	NULL	NULL	DUF4955	Domain of unknown function (DUF4955)
PF16316	NULL	NULL	DUF4956	Domain of unknown function (DUF4956)
PF16317	CL0058	Glyco_hydro_tim	Glyco_hydro_99	Glycosyl hydrolase family 99
PF16318	CL0268	Pec_lyase-like	DUF4957	Domain of unknown function (DUF4957)
PF16319	NULL	NULL	DUF4958	Domain of unknown function (DUF4958)
PF16320	NULL	NULL	Ribosomal_L12_N	Ribosomal protein L7/L12 dimerisation domain
PF16321	NULL	NULL	Ribosom_S30AE_C	Sigma 54 modulation/S30EA ribosomal protein C terminus
PF16322	NULL	NULL	Tub_N	Tubby N-terminal
PF16323	CL0159	E-set	DUF4959	Domain of unknown function (DUF4959)
PF16324	NULL	NULL	DUF4960	Domain of unknown function (DUF4960)
PF16325	NULL	NULL	Peptidase_U32_C	Peptidase family U32 C-terminal domain
PF16326	NULL	NULL	ABC_tran_CTD	ABC transporter C-terminal domain
PF16327	NULL	NULL	CcmF_C	Cytochrome c-type biogenesis protein CcmF C-terminal
PF16328	NULL	NULL	DUF4961	Domain of unknown function (DUF4961)
PF16329	NULL	NULL	Pestivirus_E2	Pestivirus envelope glycoprotein E2
PF16330	NULL	NULL	MukB_hinge	MukB hinge domain
PF16331	NULL	NULL	TolA_bind_tri	TolA binding protein trimerisation
PF16332	NULL	NULL	DUF4962	Domain of unknown function (DUF4962)
PF16334	NULL	NULL	DUF4964	Domain of unknown function (DUF4964)
PF16335	NULL	NULL	DUF4965	Domain of unknown function (DUF4965)
PF16338	CL0103	Gal_mutarotase	AGL_N	Alpha-glucosidase, N-terminal
PF16339	NULL	NULL	DUF4969	Domain of unknown function (DUF4969)
PF16341	NULL	NULL	DUF4971	Domain of unknown function (DUF4971)
PF16342	NULL	NULL	DUF4972	Domain of unknown function (DUF4972)
PF16343	CL0594	DUF1735	DUF4973	Domain of unknown function (DUF4973)
PF16344	NULL	NULL	DUF4974	Domain of unknown function (DUF4974)
PF16346	CL0004	Concanavalin	DUF4975	Domain of unknown function (DUF4975)
PF16347	CL0088	Alk_phosphatase	DUF4976	Domain of unknown function (DUF4976)
PF16348	NULL	NULL	CoV_NSP4_C	Coronavirus replicase NSP4, C-terminal
PF16349	NULL	NULL	DUF4978	Domain of unknown function (DUF4978)
PF16350	NULL	NULL	FAO_M	FAD dependent oxidoreductase central domain
PF16351	NULL	NULL	DUF4979	Domain of unknown function (DUF4979)
PF16352	NULL	NULL	DUF4980	Domain of unknown function (DUF4980)
PF16353	CL0159	E-set	LacZ_4	Beta-galactosidase, domain 4
PF16355	CL0159	E-set	DUF4982	Domain of unknown function (DUF4982)
PF16356	NULL	NULL	DUF4983	Domain of unknown function (DUF4983)
PF16357	CL0490	PepSY_TM-like	PepSY_TM_like_2	Putative PepSY_TM-like
PF16358	CL0522	YbjQ-like	RcsF	RcsF lipoprotein
PF16359	CL0304	CheY	RcsD_ABL	RcsD-ABL domain
PF16360	NULL	NULL	GTP-bdg_M	GTP-binding GTPase Middle Region
PF16361	NULL	NULL	Peptidase_S8_N	N-terminal of Subtilase family
PF16362	NULL	NULL	YaiA	YaiA protein
PF16363	CL0063	NADP_Rossmann	GDP_Man_Dehyd	GDP-mannose 4,6 dehydratase
PF16364	CL0204	Adhesin	Antigen_C	Cell surface antigen C-terminus
PF16365	CL0123	HTH	EutK_C	Ethanolamine utilization protein EutK C-terminus
PF16366	NULL	NULL	CEBP_ZZ	Cytoplasmic polyadenylation element-binding protein ZZ domain
PF16367	CL0221	RRM	RRM_7	RNA recognition motif
PF16368	NULL	NULL	CEBP1_N	Cytoplasmic polyadenylation element-binding protein 1 N-terminus
PF16369	CL0116	Calycin	GH43_C	C-terminal lipocalin-like domain
PF16370	CL0159	E-set	MetallophosC	C terminal of Calcineurin-like phosphoesterase
PF16371	CL0287	Transthyretin	MetallophosN	N terminal of Calcineurin-like phosphoesterase
PF16372	NULL	NULL	DUF4984	Domain of unknown function (DUF4984)
PF16373	NULL	NULL	DUF4985	Domain of unknown function 
PF16374	CL0125	Peptidase_CA	CIF	Cycle inhibiting factor (CIF)
PF16375	NULL	NULL	DUF4986	Domain of unknown function
PF16376	NULL	NULL	fragilysinNterm	N-terminal domain of fragilysin
PF16377	NULL	NULL	DUF4987	Domain of unknown function
PF16378	NULL	NULL	DUF4988	Domain of unknown function
PF16379	CL0594	DUF1735	DUF4989	Domain of unknown function (DUF4989)
PF16380	NULL	NULL	DUF4990	Domain of unknown function
